id;institution_id;campus_name;region_id;level_id;address;major_id;name;accredited;accredited_years;area_id;duration;duration_type;tuition;application_type;shift;entry_req;benefits;vacancies;repostulacion
I10S4C24J1V1;10;TEMUCO;9;3;NA;149;KINESIOLOGIA;1;5;9;10;SEMESTRES;5579840;NA;1;NA;1;35;0
I10S4C18J1V1;10;TEMUCO;9;3;NA;153;MEDICINA;1;5;9;14;SEMESTRES;8422400;NA;1;NA;1;60;0
I10S4C182J1V2;10;TEMUCO;9;3;NA;152;MEDICINA VETERINARIA;1;5;2;10;SEMESTRES;4628560;NA;1;NA;1;35;0
I10S4C25J1V1;10;TEMUCO;9;3;NA;157;NUTRICION Y DIETETICA;1;5;9;10;SEMESTRES;5248960;NA;1;NA;1;24;0
I10S4C22J1V1;10;TEMUCO;9;3;NA;158;OBSTETRICIA Y PUERICULTURA;1;5;9;10;SEMESTRES;5579840;NA;1;NA;1;48;0
I10S4C19J1V1;10;TEMUCO;9;3;NA;159;ODONTOLOGIA;1;5;9;12;SEMESTRES;8422400;NA;1;NA;1;30;0
I10S4C31J1V1;10;TEMUCO;9;3;NA;201;PSICOLOGIA;1;5;5;10;SEMESTRES;4272300;NA;1;NA;1;70;0
I10S4C12J1V1;10;TEMUCO;9;3;NA;385;TECNOLOGIA MEDICA;1;5;9;10;SEMESTRES;5248960;NA;1;NA;1;45;0
I10S4C72J1V1;10;TEMUCO;9;3;NA;387;TERAPIA OCUPACIONAL;1;5;9;10;SEMESTRES;5248960;NA;1;NA;1;35;1
I10S4C675J1V1;10;TEMUCO;9;3;NA;26;BACHILLERATO EN CIENCIAS DE LA SALUD;1;5;9;2;SEMESTRES;3520300;NA;1;NA;1;40;0
I10S4C281J1V1;10;TEMUCO;9;3;NA;14;ANIMACION DIGITAL;1;5;3;9;SEMESTRES;4231880;NA;1;NA;1;30;0
I10S4C726J1V1;10;TEMUCO;9;3;NA;10;TURISMO SUSTENTABLE;1;5;1;9;SEMESTRES;3381180;NA;1;NA;1;20;1
I10S4C188J1V2;10;TEMUCO;9;3;NA;11;AGRONOMIA;1;5;2;10;SEMESTRES;4231880;NA;1;NA;1;30;1
I2S1C3J1V1;2;SANTIAGO;13;3;NA;17;ARQUITECTURA;1;4;3;11;SEMESTRES;5510000;NA;1;NA;1;80;0
I2S1C4J1V1;2;SANTIAGO;13;3;NA;48;DISEÑO;1;4;3;9;SEMESTRES;5230000;NA;1;NA;1;65;0
I2S1C26J1V1;2;SANTIAGO;13;3;NA;18;LICENCIATURA EN ARTES VISUALES;1;4;3;8;SEMESTRES;4700000;NA;1;NA;1;65;0
I2S1C27J1V1;2;SANTIAGO;13;3;NA;57;LICENCIATURA EN HISTORIA;1;4;5;8;SEMESTRES;3960000;NA;1;NA;1;40;0
I2S1C18J1V1;2;SANTIAGO;13;3;NA;150;LICENCIATURA EN LITERATURA;1;4;8;8;SEMESTRES;3960000;NA;1;NA;1;45;0
I2S1C5J1V1;2;SANTIAGO;13;3;NA;199;PERIODISMO;1;4;5;9;SEMESTRES;4540000;NA;1;NA;1;90;0
I2S1C307J1V2;2;SANTIAGO;13;3;NA;205;PUBLICIDAD;1;4;5;9;SEMESTRES;4420000;NA;1;NA;1;60;0
I2S1C2J1V1;2;SANTIAGO;13;3;NA;39;DERECHO;1;4;6;12;SEMESTRES;5310000;NA;1;NA;1;240;0
I2S1C1J1V1;2;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;4;1;10;SEMESTRES;4940000;NA;1;NA;1;200;0
I2S1C220J1V1;2;SANTIAGO;13;3;NA;38;AUDITORIA;1;4;1;8;SEMESTRES;3370000;NA;1;NA;1;40;0
I2S1C224J1V1;2;SANTIAGO;13;3;NA;99;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;1;4;1;9;SEMESTRES;3360000;NA;1;NA;1;35;0
I2S1C296J1V1;2;SANTIAGO;13;3;NA;6;DIRECCION Y GESTION DE ARTES CULINARIAS;1;4;1;8;SEMESTRES;5020000;NA;1;NA;1;40;0
I2S1C10J1V2;2;SANTIAGO;13;3;NA;188;PEDAGOGIA EN EDUCACION BASICA;1;4;7;10;SEMESTRES;3150000;NA;1;NA;1;25;0
I2S1C11J1V2;2;SANTIAGO;13;3;NA;189;PEDAGOGIA EN EDUCACION PARVULARIA;1;4;7;10;SEMESTRES;3150000;NA;1;NA;1;25;0
I2S1C14J1V2;2;SANTIAGO;13;3;NA;167;CIENCIAS DE LA FAMILIA;1;4;5;9;SEMESTRES;3740000;NA;1;NA;1;30;0
I2S1C223J1V1;2;SANTIAGO;13;3;NA;82;INGENIERIA CIVIL PLAN COMUN;1;4;10;4;SEMESTRES;4720000;NA;1;NA;1;30;0
I2S1C221J1V1;2;SANTIAGO;13;3;NA;77;INGENIERIA CIVIL INDUSTRIAL;1;4;10;10;SEMESTRES;4720000;NA;1;NA;1;70;0
I2S1C222J1V1;2;SANTIAGO;13;3;NA;67;INGENIERIA CIVIL INFORMATICA Y TELECOMUNICACIONES;1;4;10;10;SEMESTRES;4720000;NA;1;NA;1;90;0
I2S1C12J1V1;2;SANTIAGO;13;3;NA;153;MEDICINA;1;4;9;14;SEMESTRES;8550000;NA;1;NA;1;70;0
I2S1C15J1V1;2;SANTIAGO;13;3;NA;149;KINESIOLOGIA;1;4;9;10;SEMESTRES;5210000;NA;1;NA;1;80;0
I2S1C16J1V2;2;SANTIAGO;13;3;NA;157;NUTRICION Y DIETETICA;1;4;9;10;SEMESTRES;4770000;NA;1;NA;1;65;0
I2S1C130J1V2;2;SANTIAGO;13;3;NA;49;ENFERMERIA;1;4;9;9;SEMESTRES;5070000;NA;1;NA;1;80;0
I2S1C306J1V1;2;SANTIAGO;13;3;NA;201;PSICOLOGIA;1;4;5;10;SEMESTRES;4760000;NA;1;NA;1;120;0
I2S1C13J1V1;2;SANTIAGO;13;3;NA;159;ODONTOLOGIA;1;4;9;12;SEMESTRES;8360000;NA;1;NA;1;60;0
I2S1C8J1V1;2;SANTIAGO;13;3;NA;2;ACTUACION;1;4;3;8;SEMESTRES;4410000;NA;1;NA;1;20;0
I20S1C5J1V1;20;SANTIAGO;13;3;NA;17;ARQUITECTURA;1;5;3;11;SEMESTRES;5439000;NA;1;NA;0;100;0
I20S2C17J1V1;20;SANTIAGO;13;3;NA;44;DISEÑO GRAFICO;1;5;3;8;SEMESTRES;5334000;NA;1;NA;0;36;0
I20S2C55J1V1;20;SANTIAGO;13;3;NA;18;ARTES VISUALES;1;5;3;8;SEMESTRES;4347000;NA;1;NA;0;25;0
I20S1C14J1V1;20;SANTIAGO;13;3;NA;22;BACHILLERATO EN CIENCIAS;1;5;4;4;SEMESTRES;4547000;NA;1;NA;0;250;1
I20S1C25J1V2;20;SANTIAGO;13;3;NA;31;BIOQUIMICA;1;5;4;10;SEMESTRES;4883000;NA;1;NA;0;65;1
I20S1C84J1V1;20;SANTIAGO;13;3;NA;89;INGENIERIA EN BIOTECNOLOGIA;1;5;10;10;SEMESTRES;5439000;NA;1;NA;0;85;1
I20S1C486J1V2;20;SANTIAGO;13;3;NA;30;BIOLOGIA;1;5;4;10;SEMESTRES;4557000;NA;1;NA;0;60;1
I20S2C33J1V1;20;SANTIAGO;13;3;NA;53;FONOAUDIOLOGIA;1;5;9;10;SEMESTRES;5366000;NA;1;NA;0;75;1
I20S2C21J1V1;20;SANTIAGO;13;3;NA;149;KINESIOLOGIA;1;5;9;10;SEMESTRES;5544000;NA;1;NA;0;230;0
I20S2C38J1V1;20;SANTIAGO;13;3;NA;387;TERAPIA OCUPACIONAL;1;5;9;10;SEMESTRES;5429000;NA;1;NA;0;167;1
I20S1C96J1V2;20;SANTIAGO;13;3;NA;162;INGENIERIA FISICA;1;5;10;10;SEMESTRES;3885000;NA;1;NA;0;40;1
I20S1C289J1V1;20;SANTIAGO;13;3;NA;51;LICENCIATURA EN ASTRONOMIA;1;5;4;8;SEMESTRES;4053000;NA;1;NA;0;65;0
I20S1C98J1V1;20;SANTIAGO;13;3;NA;51;LICENCIATURA EN FISICA;1;5;4;8;SEMESTRES;3875000;NA;1;NA;0;40;1
I20S1C548J1V1;20;SANTIAGO;13;3;NA;209;QUIMICA;1;5;4;10;SEMESTRES;4536000;NA;1;NA;0;30;1
I20S2C7J1V2;20;SANTIAGO;13;3;NA;201;PSICOLOGIA;1;5;5;10;SEMESTRES;5870000;NA;1;NA;0;300;0
I20S1C290J1V1;20;SANTIAGO;13;3;NA;216;SOCIOLOGIA;1;5;5;10;SEMESTRES;4053000;NA;1;NA;0;60;1
I20S1C67J1V2;20;SANTIAGO;13;3;NA;389;TRABAJO SOCIAL;1;5;5;10;SEMESTRES;3738000;NA;1;NA;0;65;1
I20S1C8J1V1;20;SANTIAGO;13;3;NA;199;PERIODISMO;1;5;5;10;SEMESTRES;5492000;NA;1;NA;0;85;1
I20S2C68J1V1;20;SANTIAGO;13;3;NA;205;PUBLICIDAD;1;5;5;9;SEMESTRES;5208000;NA;1;NA;0;50;1
I20S1C6J1V1;20;SANTIAGO;13;3;NA;39;DERECHO;1;5;6;10;SEMESTRES;5513000;NA;1;NA;0;340;1
I20S1C29J1V1;20;SANTIAGO;13;3;NA;29;BIOLOGIA MARINA;1;5;4;10;SEMESTRES;4883000;NA;1;NA;0;60;1
I20S1C28J1V1;20;SANTIAGO;13;3;NA;10;ADMINISTRACION DE ECOTURISMO;1;5;1;8;SEMESTRES;5208000;NA;1;NA;0;80;1
I20S1C13J1V1;20;SANTIAGO;13;3;NA;121;INGENIERIA AMBIENTAL;1;5;10;10;SEMESTRES;4736000;NA;1;NA;0;75;1
I20S1C64J1V1;20;SANTIAGO;13;3;NA;152;MEDICINA VETERINARIA;1;5;2;10;SEMESTRES;5450000;NA;1;NA;0;323;0
I20S1C3J1V1;20;SANTIAGO;13;3;NA;38;CONTADOR AUDITOR;1;5;1;8;SEMESTRES;3308000;NA;1;NA;0;100;1
I20S2C1J1V1;20;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;5;1;10;SEMESTRES;5607000;NA;1;NA;0;350;1
I20S1C69J1V1;20;SANTIAGO;13;3;NA;4;INGENIERIA EN ADMINISTRACION DE EMPRESAS;1;5;1;8;SEMESTRES;3434000;NA;1;NA;0;100;1
I20S2C288J1V1;20;SANTIAGO;13;3;NA;10;INGENIERIA EN ADMINISTRACION HOTELERA INTERNACIONAL;1;5;1;8;SEMESTRES;4547000;NA;1;NA;0;60;1
I20S2C81J1V1;20;SANTIAGO;13;3;NA;10;INGENIERIA EN TURISMO Y HOTELERIA;1;5;1;8;SEMESTRES;3497000;NA;1;NA;0;100;1
I20S1C31J1V1;20;SANTIAGO;13;3;NA;49;ENFERMERIA;1;5;9;10;SEMESTRES;5555000;NA;1;NA;0;241;0
I20S2C546J1V1;20;SANTIAGO;13;3;NA;191;PEDAGOGIA EN EDUCACION FISICA;1;5;7;10;SEMESTRES;4368000;NA;1;NA;0;100;1
I20S2C538J1V1;20;SANTIAGO;13;3;NA;188;EDUCACION GENERAL BASICA CON MENCION EN ORIENTACION Y CONVIVENCIA ESCOLAR;1;5;7;10;SEMESTRES;3549000;NA;1;NA;0;40;1
I20S2C20J1V1;20;SANTIAGO;13;3;NA;186;EDUCACION MUSICAL PARA LA EDUCACION PREESCOLAR Y BASICA;1;5;7;8;SEMESTRES;3696000;NA;1;NA;0;62;1
I20S2C27J1V2;20;SANTIAGO;13;3;NA;189;EDUCACION PARVULARIA;1;5;7;9;SEMESTRES;3875000;NA;1;NA;0;40;1
I20S2C35J1V1;20;SANTIAGO;13;3;NA;57;LICENCIATURA EN HISTORIA;1;5;5;8;SEMESTRES;4358000;NA;1;NA;0;50;1
I20S2C36J1V1;20;SANTIAGO;13;3;NA;150;LICENCIATURA EN LETRAS MENCION LITERATURA;1;5;8;8;SEMESTRES;4368000;NA;1;NA;0;50;1
I20S2C547J1V1;20;SANTIAGO;13;3;NA;196;PEDAGOGIA EN INGLES PARA LA ENSEÑANZA BASICA Y MEDIA;1;5;7;10;SEMESTRES;3885000;NA;1;NA;0;60;1
I20S2C26J1V1;20;SANTIAGO;13;3;NA;203;PSICOPEDAGOGIA;1;5;7;8;SEMESTRES;3812000;NA;1;NA;0;60;1
I20S1C308J1V1;20;SANTIAGO;13;3;NA;56;GEOLOGIA;1;5;4;10;SEMESTRES;5429000;NA;1;NA;0;150;1
I20S1C111J1V2;20;SANTIAGO;13;3;NA;82;INGENIERIA CIVIL;1;5;10;11;SEMESTRES;5334000;NA;1;NA;0;100;1
I20S1C116J1V1;20;SANTIAGO;13;3;NA;67;INGENIERIA CIVIL INFORMATICA;1;5;10;10;SEMESTRES;5292000;NA;1;NA;0;160;0
I20S1C115J1V1;20;SANTIAGO;13;3;NA;77;INGENIERIA CIVIL INDUSTRIAL;1;5;10;10;SEMESTRES;5292000;NA;1;NA;0;400;1
I20S1C82J1V1;20;SANTIAGO;13;3;NA;88;INGENIERIA EN AUTOMATIZACION Y ROBOTICA;1;5;10;8;SEMESTRES;3423000;NA;1;NA;0;70;0
I20S1C70J1V1;20;SANTIAGO;13;3;NA;93;INGENIERIA EN COMPUTACION E INFORMATICA;1;5;10;8;SEMESTRES;3455000;NA;1;NA;0;180;0
I20S1C39J1V1;20;SANTIAGO;13;3;NA;97;INGENIERIA EN CONSTRUCCION;1;5;10;10;SEMESTRES;5103000;NA;1;NA;0;100;1
I20S1C71J1V1;20;SANTIAGO;13;3;NA;142;INGENIERIA INDUSTRIAL;1;5;10;8;SEMESTRES;3402000;NA;1;NA;0;60;1
I20S1C24J1V1;20;SANTIAGO;13;3;NA;153;MEDICINA;1;5;9;14;SEMESTRES;8967000;NA;1;NA;0;96;0
I20S1C65J1V1;20;SANTIAGO;13;3;NA;157;NUTRICION Y DIETETICA;1;5;9;10;SEMESTRES;5439000;NA;1;NA;0;180;1
I20S1C22J1V1;20;SANTIAGO;13;3;NA;208;QUIMICA Y FARMACIA;1;5;9;11;SEMESTRES;5450000;NA;1;NA;0;190;1
I20S1C23J1V1;20;SANTIAGO;13;3;NA;385;TECNOLOGIA MEDICA;1;5;9;10;SEMESTRES;5544000;NA;1;NA;0;232;1
I20S1C37J1V1;20;SANTIAGO;13;3;NA;159;ODONTOLOGIA;1;5;9;12;SEMESTRES;8999000;NA;1;NA;0;155;0
I20S3C5J1V2;20;VIÑA DEL MAR;5;3;NA;17;ARQUITECTURA;1;5;3;11;SEMESTRES;4547000;NA;1;NA;0;60;1
I20S3C14J1V1;20;VIÑA DEL MAR;5;3;NA;22;BACHILLERATO EN CIENCIAS;1;5;4;4;SEMESTRES;3770000;NA;1;NA;0;160;1
I20S3C84J1V1;20;VIÑA DEL MAR;5;3;NA;89;INGENIERIA EN BIOTECNOLOGIA;1;5;10;10;SEMESTRES;4505000;NA;1;NA;0;40;1
I20S3C21J1V1;20;VIÑA DEL MAR;5;3;NA;149;KINESIOLOGIA;1;5;9;10;SEMESTRES;4599000;NA;1;NA;0;89;0
I20S3C38J1V1;20;VIÑA DEL MAR;5;3;NA;387;TERAPIA OCUPACIONAL;1;5;9;10;SEMESTRES;4767000;NA;1;NA;0;120;1
I20S3C7J1V2;20;VIÑA DEL MAR;5;3;NA;201;PSICOLOGIA;1;5;5;10;SEMESTRES;5156000;NA;1;NA;0;225;0
I20S3C67J1V2;20;VIÑA DEL MAR;5;3;NA;389;TRABAJO SOCIAL;1;5;5;10;SEMESTRES;3434000;NA;1;NA;0;60;1
I20S3C6J1V1;20;VIÑA DEL MAR;5;3;NA;39;DERECHO;1;5;6;10;SEMESTRES;4610000;NA;1;NA;0;210;1
I20S3C28J1V1;20;VIÑA DEL MAR;5;3;NA;10;ADMINISTRACION DE ECOTURISMO;1;5;1;8;SEMESTRES;4326000;NA;1;NA;0;80;1
I20S3C3J1V1;20;VIÑA DEL MAR;5;3;NA;38;CONTADOR AUDITOR;1;5;1;8;SEMESTRES;3308000;NA;1;NA;0;60;1
I20S3C1J1V1;20;VIÑA DEL MAR;5;3;NA;83;INGENIERIA COMERCIAL;1;5;1;10;SEMESTRES;4652000;NA;1;NA;0;200;1
I20S3C12J1V1;20;VIÑA DEL MAR;5;3;NA;4;INGENIERIA EN ADMINISTRACION DE EMPRESAS;1;5;1;8;SEMESTRES;3287000;NA;1;NA;0;50;1
I20S3C31J1V1;20;VIÑA DEL MAR;5;3;NA;49;ENFERMERIA;1;5;9;10;SEMESTRES;4664000;NA;1;NA;0;110;0
I20S3C546J1V1;20;VIÑA DEL MAR;5;3;NA;191;PEDAGOGIA EN EDUCACION FISICA;1;5;7;10;SEMESTRES;3875000;NA;1;NA;0;70;1
I20S3C538J1V1;20;VIÑA DEL MAR;5;3;NA;188;EDUCACION GENERAL BASICA CON MENCION EN ORIENTACION Y CONVIVENCIA ESCOLAR;1;5;7;10;SEMESTRES;3234000;NA;1;NA;0;40;1
I20S3C27J1V2;20;VIÑA DEL MAR;5;3;NA;189;EDUCACION PARVULARIA;1;5;7;9;SEMESTRES;3161000;NA;1;NA;0;40;1
I20S3C547J1V1;20;VIÑA DEL MAR;5;3;NA;196;PEDAGOGIA EN INGLES PARA LA ENSEÑANZA BASICA Y MEDIA;1;5;7;10;SEMESTRES;3539000;NA;1;NA;0;50;1
I20S3C26J1V1;20;VIÑA DEL MAR;5;3;NA;203;PSICOPEDAGOGIA;1;5;7;8;SEMESTRES;3203000;NA;1;NA;0;60;1
I20S3C308J1V1;20;VIÑA DEL MAR;5;3;NA;56;GEOLOGIA;1;5;4;10;SEMESTRES;3896000;NA;1;NA;0;60;1
I20S3C104J1V1;20;VIÑA DEL MAR;5;3;NA;77;INGENIERIA CIVIL INDUSTRIAL;1;5;10;10;SEMESTRES;4704000;NA;1;NA;0;100;1
I20S3C70J1V1;20;VIÑA DEL MAR;5;3;NA;93;INGENIERIA EN COMPUTACION E INFORMATICA;1;5;10;8;SEMESTRES;3056000;NA;1;NA;0;60;1
I20S3C102J1V1;20;VIÑA DEL MAR;5;3;NA;144;INGENIERO EN MARINA MERCANTE;1;5;10;8;SEMESTRES;3381000;NA;1;NA;0;60;1
I20S3C24J1V1;20;VIÑA DEL MAR;5;3;NA;153;MEDICINA;1;5;9;14;SEMESTRES;7800000;NA;1;NA;0;68;0
I20S3C65J1V1;20;VIÑA DEL MAR;5;3;NA;157;NUTRICION Y DIETETICA;1;5;9;10;SEMESTRES;4431000;NA;1;NA;0;70;1
I20S3C22J1V1;20;VIÑA DEL MAR;5;3;NA;208;QUIMICA Y FARMACIA;1;5;9;11;SEMESTRES;4547000;NA;1;NA;0;70;1
I20S3C23J1V1;20;VIÑA DEL MAR;5;3;NA;385;TECNOLOGIA MEDICA;1;5;9;10;SEMESTRES;4662000;NA;1;NA;0;119;1
I20S3C37J1V1;20;VIÑA DEL MAR;5;3;NA;159;ODONTOLOGIA;1;5;9;12;SEMESTRES;7718000;NA;1;NA;0;125;0
I20S4C14J1V1;20;CONCEPCION;8;3;NA;22;BACHILLERATO EN CIENCIAS;1;5;4;4;SEMESTRES;3455000;NA;1;NA;0;120;1
I20S4C21J1V1;20;CONCEPCION;8;3;NA;149;KINESIOLOGIA;1;5;9;10;SEMESTRES;5313000;NA;1;NA;0;70;1
I20S4C38J1V1;20;CONCEPCION;8;3;NA;387;TERAPIA OCUPACIONAL;1;5;9;10;SEMESTRES;3728000;NA;1;NA;0;111;1
I20S4C7J1V2;20;CONCEPCION;8;3;NA;201;PSICOLOGIA;1;5;5;10;SEMESTRES;4746000;NA;1;NA;0;130;0
I20S4C6J1V1;20;CONCEPCION;8;3;NA;39;DERECHO;1;5;6;10;SEMESTRES;4337000;NA;1;NA;0;85;1
I20S4C28J1V1;20;CONCEPCION;8;3;NA;10;ADMINISTRACION DE ECOTURISMO;1;5;1;8;SEMESTRES;3098000;NA;1;NA;0;80;1
I20S4C1J1V1;20;CONCEPCION;8;3;NA;83;INGENIERIA COMERCIAL;1;5;1;10;SEMESTRES;4074000;NA;1;NA;0;100;1
I20S4C31J1V1;20;CONCEPCION;8;3;NA;49;ENFERMERIA;1;5;9;10;SEMESTRES;4623000;NA;1;NA;0;120;0
I20S4C547J1V1;20;CONCEPCION;8;3;NA;196;PEDAGOGIA EN INGLES PARA LA ENSEÑANZA BASICA Y MEDIA;1;5;7;10;SEMESTRES;2919000;NA;1;NA;0;40;1
I20S4C308J1V1;20;CONCEPCION;8;3;NA;56;GEOLOGIA;1;5;4;10;SEMESTRES;3885000;NA;1;NA;0;60;1
I20S4C115J1V1;20;CONCEPCION;8;3;NA;77;INGENIERIA CIVIL INDUSTRIAL;1;5;10;10;SEMESTRES;4295000;NA;1;NA;0;50;1
I20S4C200J1V1;20;CONCEPCION;8;3;NA;144;INGENIERO EN MARINA MERCANTE;1;5;10;8;SEMESTRES;3119000;NA;1;NA;0;50;1
I20S4C280J1V1;20;CONCEPCION;8;3;NA;157;NUTRICION DIETETICA;1;5;9;10;SEMESTRES;3675000;NA;1;NA;0;60;1
I20S4C23J1V1;20;CONCEPCION;8;3;NA;385;TECNOLOGIA MEDICA;1;5;9;10;SEMESTRES;4778000;NA;1;NA;0;106;1
I20S4C37J1V1;20;CONCEPCION;8;3;NA;159;ODONTOLOGIA;1;5;9;12;SEMESTRES;7713000;NA;1;NA;0;67;0
I20S2C14J1V1;20;SANTIAGO;13;3;NA;22;BACHILLERATO EN CIENCIAS;1;5;4;4;SEMESTRES;4526000;NA;1;NA;0;60;1
I20S1C1J1V1;20;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;5;1;10;SEMESTRES;5555000;NA;1;NA;0;300;1
I20S1C329J1V1;20;SANTIAGO;13;3;NA;73;INGENIERIA CIVIL EN MINAS;1;5;10;10;SEMESTRES;5324000;NA;1;NA;0;100;1
I20S3C81J1V1;20;VIÑA DEL MAR;5;3;NA;10;INGENIERIA EN TURISMO Y HOTELERIA;1;5;1;8;SEMESTRES;3318000;NA;1;NA;0;40;1
I20S2C347J1V1;20;SANTIAGO;13;3;NA;42;DISEÑO DE VESTUARIO Y TEXTIL;1;5;3;8;SEMESTRES;5397000;NA;1;NA;0;50;0
I20S2C345J1V1;20;SANTIAGO;13;3;NA;44;DISEÑO DE JUEGOS DIGITALES;1;5;3;8;SEMESTRES;5387000;NA;1;NA;0;60;1
I20S4C33J1V1;20;CONCEPCION;8;3;NA;53;FONOAUDIOLOGIA;1;5;9;10;SEMESTRES;4326000;NA;1;NA;0;35;1
I20S4C351J1V2;20;CONCEPCION;8;3;NA;158;OBSTETRICIA;1;5;9;10;SEMESTRES;4688000;NA;1;NA;0;56;0
I20S3C116J1V1;20;VIÑA DEL MAR;5;3;NA;67;INGENIERIA CIVIL INFORMATICA;1;5;10;10;SEMESTRES;4284000;NA;1;NA;0;60;1
I20S3C33J1V1;20;VIÑA DEL MAR;5;3;NA;53;FONOAUDIOLOGIA;1;5;9;10;SEMESTRES;4442000;NA;1;NA;0;47;1
I20S4C24J1V1;20;CONCEPCION;8;3;NA;153;MEDICINA;1;5;9;14;SEMESTRES;7865000;NA;1;NA;0;70;0
I20S3C64J1V1;20;VIÑA DEL MAR;5;3;NA;152;MEDICINA VETERINARIA;1;5;2;10;SEMESTRES;4725000;NA;1;NA;0;170;1
I20S4C22J1V1;20;CONCEPCION;8;3;NA;208;QUIMICA Y FARMACIA;1;5;9;11;SEMESTRES;4274000;NA;1;NA;0;75;1
I20S1C351J1V1;20;SANTIAGO;13;3;NA;158;OBSTETRICIA;1;5;9;10;SEMESTRES;4988000;NA;1;NA;0;86;0
I20S3C351J1V1;20;VIÑA DEL MAR;5;3;NA;158;OBSTETRICIA;1;5;9;10;SEMESTRES;4688000;NA;1;NA;0;72;0
I20S4C64J1V1;20;CONCEPCION;8;3;NA;152;MEDICINA VETERINARIA;1;5;2;10;SEMESTRES;4724000;NA;1;NA;0;80;0
I20S2C555J1V1;20;SANTIAGO;13;3;NA;168;ENTRENADOR DEPORTIVO;1;5;7;8;SEMESTRES;3465000;NA;1;NA;0;80;1
I20S3C555J1V1;20;VIÑA DEL MAR;5;3;NA;168;ENTRENADOR DEPORTIVO;1;5;7;8;SEMESTRES;3465000;NA;1;NA;0;50;1
I20S4C555J1V1;20;CONCEPCION;8;3;NA;168;ENTRENADOR DEPORTIVO;1;5;7;8;SEMESTRES;3465000;NA;1;NA;0;40;1
I23S2C1J1V2;23;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL, PLAN COMUN;1;6;1;4;SEMESTRES;225;NA;1;NA;0;450;0
I23S2C253J1V1;23;SANTIAGO;13;3;NA;82;INGENIERIA CIVIL, PLAN COMUN;1;6;10;4;SEMESTRES;225;NA;1;NA;0;410;0
I23S2C3J1V1;23;SANTIAGO;13;3;NA;39;DERECHO;1;6;6;11;SEMESTRES;200;NA;1;NA;0;120;0
I23S2C42J1V1;23;SANTIAGO;13;3;NA;201;PSICOLOGIA;1;6;5;10;SEMESTRES;200;NA;1;NA;0;60;0
I23S2C7J1V1;23;SANTIAGO;13;3;NA;199;PERIODISMO;1;6;5;10;SEMESTRES;190;NA;1;NA;0;25;0
I23S2C352J1V1;23;SANTIAGO;13;3;NA;83;BACHILLERATO DE INGENIERIA COMERCIAL;1;6;1;2;SEMESTRES;200;NA;1;NA;0;100;0
I23S2C353J1V1;23;SANTIAGO;13;3;NA;27;BACHILLERATO DE INGENIERIA CIVIL;1;6;10;2;SEMESTRES;200;NA;1;NA;0;50;0
I23S1C1J1V2;23;VIÑA DEL MAR;5;3;NA;83;INGENIERIA COMERCIAL, PLAN COMUN;1;6;1;4;SEMESTRES;200;NA;1;NA;0;190;0
I23S1C253J1V1;23;VIÑA DEL MAR;5;3;NA;82;INGENIERIA CIVIL, PLAN COMUN;1;6;10;4;SEMESTRES;200;NA;1;NA;0;190;0
I23S1C3J1V1;23;VIÑA DEL MAR;5;3;NA;39;DERECHO;1;6;6;11;SEMESTRES;180;NA;1;NA;0;75;0
I23S1C42J1V1;23;VIÑA DEL MAR;5;3;NA;201;PSICOLOGIA;1;6;5;10;SEMESTRES;180;NA;1;NA;0;45;0
I23S1C7J1V1;23;VIÑA DEL MAR;5;3;NA;199;PERIODISMO;1;6;5;10;SEMESTRES;170;NA;1;NA;0;25;0
I34S1C215J1V2;34;SANTIAGO;13;3;NA;153;BACHILLERATO EN MEDICINA;1;5;9;2;SEMESTRES;200;NA;1;NA;0;87;0
I34S1C216J1V2;34;SANTIAGO;13;3;NA;159;BACHILLERATO EN ODONTOLOGIA;1;5;9;2;SEMESTRES;200;NA;1;NA;0;27;0
I34S1C371J1V2;34;SANTIAGO;13;3;NA;27;BACHILLERATO EN INGENIERIA CIVIL;1;5;10;2;SEMESTRES;190;NA;1;NA;0;52;1
I34S1C278J1V2;34;SANTIAGO;13;3;NA;26;BACHILLERATO EN SALUD;1;5;9;2;SEMESTRES;145;NA;1;NA;0;10;1
I34S1C245J1V2;34;SANTIAGO;13;3;NA;83;BACHILLERATO EN INGENIERIA COMERCIAL;1;5;1;2;SEMESTRES;190;NA;1;NA;0;61;0
I34S1C244J1V2;34;SANTIAGO;13;3;NA;25;BACHILLERATO EN HUMANIDADES;1;5;8;2;SEMESTRES;135;NA;1;NA;0;10;1
I34S1C243J1V2;34;SANTIAGO;13;3;NA;39;BACHILLERATO EN DERECHO;1;5;6;2;SEMESTRES;190;NA;1;NA;0;73;0
I34S1C42J1V1;34;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;5;1;10;SEMESTRES;218;NA;1;NA;0;108;0
I34S1C40J1V1;34;SANTIAGO;13;3;NA;39;DERECHO;1;5;6;10;SEMESTRES;190;NA;1;NA;0;116;0
I34S1C85J1V4;34;SANTIAGO;13;3;NA;82;INGENIERIA CIVIL (PLAN COMUN);1;5;10;4;SEMESTRES;215;NA;1;NA;0;181;0
