id;institution_id;campus_name;region_id;level_id;address;major_id;name;accredited;accredited_years;area_id;duration;duration_type;tuition;application_type;shift;entry_req;benefits;vacancies;repostulacion
I70S1C3J1V2;70;SANTIAGO;13;3;NA;17;ARQUITECTURA;1;7;3;11;SEMESTRES;4740500;NA;1;NA;1;240;0
I70S1C68J1V2;70;SANTIAGO;13;3;NA;2;ACTUACION TEATRAL;1;7;3;10;SEMESTRES;3982100;NA;1;NA;1;23;0
I70S1C70J1V1;70;SANTIAGO;13;3;NA;47;DISEÑO TEATRAL;1;7;3;10;SEMESTRES;3982100;NA;1;NA;1;25;1
I70S1C23J1V1;70;SANTIAGO;13;3;NA;48;DISEÑO;1;7;3;10;SEMESTRES;4740500;NA;1;NA;1;150;0
I70S1C931J1V1;70;SANTIAGO;13;3;NA;18;LICENCIATURA EN ARTES CON MENCION EN ARTES VISUALES;1;7;3;8;SEMESTRES;3717300;NA;1;NA;1;80;0
I70S1C74J1V1;70;SANTIAGO;13;3;NA;18;TEORIA E HISTORIA DEL ARTE;1;7;3;8;SEMESTRES;3598100;NA;1;NA;1;35;1
I70S1C73J1V2;70;SANTIAGO;13;3;NA;155;TEORIA DE LA MUSICA;1;7;3;12;SEMESTRES;3982100;NA;1;NA;1;18;0
I70S1C47J1V1;70;SANTIAGO;13;3;NA;11;INGENIERIA AGRONOMICA;1;7;2;10;SEMESTRES;5059300;NA;1;NA;1;150;1
I70S1C45J1V1;70;SANTIAGO;13;3;NA;140;INGENIERIA FORESTAL;1;7;2;10;SEMESTRES;5059300;NA;1;NA;1;65;1
I70S1C157J1V1;70;SANTIAGO;13;3;NA;152;MEDICINA VETERINARIA;1;7;2;10;SEMESTRES;5059300;NA;1;NA;1;180;0
I70S1C63J1V1;70;SANTIAGO;13;3;NA;133;INGENIERIA EN RECURSOS NATURALES RENOVABLES;1;7;10;10;SEMESTRES;5059300;NA;1;NA;1;70;0
I70S1C814J1V1;70;SANTIAGO;13;3;NA;38;CONTADOR AUDITOR;1;7;1;10;SEMESTRES;5465600;NA;1;NA;1;67;0
I70S1C816J1V1;70;SANTIAGO;13;3;NA;99;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;1;7;1;10;SEMESTRES;5465600;NA;1;NA;1;137;0
I70S1C442J1V1;70;SANTIAGO;13;3;NA;198;PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICAS Y FISICA;1;7;7;10;SEMESTRES;4381600;NA;1;NA;1;63;0
I70S1C5J1V1;70;SANTIAGO;13;3;NA;30;BIOLOGIA CON MENCION EN MEDIO AMBIENTE;1;7;4;10;SEMESTRES;4227000;NA;1;NA;1;35;0
I70S1C6J1V1;70;SANTIAGO;13;3;NA;31;BIOQUIMICA;1;7;4;12;SEMESTRES;4797600;NA;1;NA;1;39;0
I70S1C61J1V1;70;SANTIAGO;13;3;NA;86;INGENIERIA EN ALIMENTOS;1;7;10;12;SEMESTRES;4688200;NA;1;NA;1;34;1
I70S1C76J1V1;70;SANTIAGO;13;3;NA;30;LICENCIATURA EN CIENCIAS CON MENCION EN BIOLOGIA;1;7;4;8;SEMESTRES;4068200;NA;1;NA;1;27;0
I70S1C77J1V1;70;SANTIAGO;13;3;NA;51;LICENCIATURA EN CIENCIAS CON MENCION EN FISICA;1;7;4;8;SEMESTRES;3901500;NA;1;NA;1;27;0
I70S1C78J1V1;70;SANTIAGO;13;3;NA;151;LICENCIATURA EN CIENCIAS CON MENCION EN MATEMATICAS;1;7;4;8;SEMESTRES;3901500;NA;1;NA;1;27;0
I70S1C175J1V1;70;SANTIAGO;13;3;NA;209;QUIMICA;1;7;4;12;SEMESTRES;4688200;NA;1;NA;1;39;0
I70S1C79J1V1;70;SANTIAGO;13;3;NA;209;LICENCIATURA EN CIENCIAS CON MENCION EN QUIMICA;1;7;4;8;SEMESTRES;4012700;NA;1;NA;1;27;1
I70S1C177J1V1;70;SANTIAGO;13;3;NA;208;QUIMICA Y FARMACIA;1;7;9;12;SEMESTRES;4797600;NA;1;NA;1;139;0
I70S1C176J1V1;70;SANTIAGO;13;3;NA;206;QUIMICA AMBIENTAL;1;7;4;10;SEMESTRES;4227000;NA;1;NA;1;30;1
I70S1C62J1V1;70;SANTIAGO;13;3;NA;89;INGENIERIA EN BIOTECNOLOGIA MOLECULAR;1;7;10;10;SEMESTRES;4639000;NA;1;NA;1;35;0
I70S1C1J1V2;70;SANTIAGO;13;3;NA;8;ADMINISTRACION PUBLICA;1;7;5;10;SEMESTRES;4329400;NA;1;NA;1;125;0
I70S1C58J1V1;70;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;7;1;10;SEMESTRES;6094500;NA;1;NA;1;370;0
I70S1C64J1V4;70;SANTIAGO;13;3;NA;82;INGENIERIA Y CIENCIAS - PLAN COMUN;1;7;10;11;SEMESTRES;6354700;NA;1;NA;1;750;0
I70S1C21J1V1;70;SANTIAGO;13;3;NA;39;DERECHO;1;7;6;10;SEMESTRES;5326900;NA;1;NA;1;420;0
I70S1C2J1V1;70;SANTIAGO;13;3;NA;15;ANTROPOLOGIA-ARQUEOLOGIA;1;7;5;10;SEMESTRES;3832800;NA;1;NA;1;70;0
I70S1C81J1V1;70;SANTIAGO;13;3;NA;50;LICENCIATURA EN FILOSOFIA;1;7;8;8;SEMESTRES;3366800;NA;1;NA;1;80;1
I70S1C43J1V1;70;SANTIAGO;13;3;NA;55;GEOGRAFIA;1;7;5;10;SEMESTRES;3723600;NA;1;NA;1;50;1
I70S1C82J1V1;70;SANTIAGO;13;3;NA;57;LICENCIATURA EN HISTORIA;1;7;5;8;SEMESTRES;3366800;NA;1;NA;1;90;0
I70S1C84J1V1;70;SANTIAGO;13;3;NA;150;LICENCIATURA EN LINGÜISTICA Y LITERATURA INGLESAS;1;7;8;8;SEMESTRES;3366800;NA;1;NA;1;78;1
I70S1C162J1V1;70;SANTIAGO;13;3;NA;199;PERIODISMO;1;7;5;10;SEMESTRES;3981100;NA;1;NA;1;110;0
I70S1C174J1V1;70;SANTIAGO;13;3;NA;201;PSICOLOGIA;1;7;5;12;SEMESTRES;3832800;NA;1;NA;1;55;0
I70S1C178J1V1;70;SANTIAGO;13;3;NA;216;SOCIOLOGIA;1;7;5;10;SEMESTRES;3832800;NA;1;NA;1;80;0
I70S1C83J1V1;70;SANTIAGO;13;3;NA;150;LICENCIATURA EN LINGÜISTICA Y LITERATURA;1;7;8;8;SEMESTRES;3366800;NA;1;NA;1;100;1
I70S1C184J1V1;70;SANTIAGO;13;3;NA;22;PROGRAMA ACADEMICO DE BACHILLERATO;1;7;4;4;SEMESTRES;4477100;NA;1;NA;1;300;0
I70S1C41J1V1;70;SANTIAGO;13;3;NA;49;ENFERMERIA;1;7;9;10;SEMESTRES;4668800;NA;1;NA;1;97;0
I70S1C42J1V1;70;SANTIAGO;13;3;NA;53;FONOAUDIOLOGIA;1;7;9;10;SEMESTRES;4816000;NA;1;NA;1;50;1
I70S1C66J1V1;70;SANTIAGO;13;3;NA;149;KINESIOLOGIA;1;7;9;10;SEMESTRES;4799400;NA;1;NA;1;42;0
I70S1C158J1V1;70;SANTIAGO;13;3;NA;153;MEDICINA;1;7;9;14;SEMESTRES;6919500;NA;1;NA;1;190;0
I70S1C159J1V1;70;SANTIAGO;13;3;NA;157;NUTRICION Y DIETETICA;1;7;9;10;SEMESTRES;4668800;NA;1;NA;1;46;0
I70S1C160J1V1;70;SANTIAGO;13;3;NA;158;OBSTETRICIA Y PUERICULTURA;1;7;9;10;SEMESTRES;4668800;NA;1;NA;1;76;0
I70S1C180J1V1;70;SANTIAGO;13;3;NA;385;TECNOLOGIA MEDICA;1;7;9;10;SEMESTRES;5085000;NA;1;NA;1;86;0
I70S1C181J1V1;70;SANTIAGO;13;3;NA;387;TERAPIA OCUPACIONAL;1;7;9;10;SEMESTRES;4668800;NA;1;NA;1;55;0
I70S1C455J1V1;70;SANTIAGO;13;3;NA;211;CINE Y TELEVISION;1;7;3;10;SEMESTRES;4955800;NA;1;NA;1;57;0
I70S1C161J1V1;70;SANTIAGO;13;3;NA;159;ODONTOLOGIA;1;7;9;12;SEMESTRES;6801700;NA;1;NA;1;100;0
I70S1C67J1V1;70;SANTIAGO;13;3;NA;155;DANZA;1;7;3;10;SEMESTRES;3982100;NA;1;NA;1;19;0
I70S1C864J1V1;70;SANTIAGO;13;3;NA;389;TRABAJO SOCIAL;1;7;5;10;SEMESTRES;3832800;NA;1;NA;1;48;0
I70S1C863J1V1;70;SANTIAGO;13;3;NA;187;PEDAGOGIA EN EDUCACION MEDIA EN BIOLOGIA Y QUIMICA;1;7;7;10;SEMESTRES;4381600;NA;1;NA;1;45;1
I70S1C862J1V1;70;SANTIAGO;13;3;NA;189;PEDAGOGIA EN EDUCACION PARVULARIA;1;7;7;10;SEMESTRES;3832800;NA;1;NA;1;40;1
I70S1C861J1V1;70;SANTIAGO;13;3;NA;188;PEDAGOGIA EN EDUCACION BASICA;1;7;7;10;SEMESTRES;3366800;NA;1;NA;1;30;1
I70S1C873J1V1;70;SANTIAGO;13;3;NA;137;INGENIERIA EN SONIDO;1;7;10;10;SEMESTRES;4639000;NA;1;NA;1;24;0
I70S1C901J1V1;70;SANTIAGO;13;3;NA;167;ESTUDIOS INTERNACIONALES;1;7;5;10;SEMESTRES;3814500;NA;1;NA;1;35;0
I70S1C911J1V1;70;SANTIAGO;13;3;NA;32;CIENCIA POLITICA;1;7;5;10;SEMESTRES;4371500;NA;1;NA;1;30;0
I86S4C4J1V1;86;SANTIAGO;13;3;NA;17;ARQUITECTURA;1;7;3;11;SEMESTRES;6730000;NA;1;NA;1;136;0
I86S3C61J1V1;86;SANTIAGO;13;3;NA;18;LICENCIATURA EN ARTE;1;7;3;8;SEMESTRES;4758000;NA;1;NA;1;87;0
I86S4C31J1V1;86;SANTIAGO;13;3;NA;48;DISEÑO;1;7;3;10;SEMESTRES;5980000;NA;1;NA;1;178;0
I86S3C1J1V1;86;SANTIAGO;13;3;NA;2;ACTUACION;1;7;3;8;SEMESTRES;4758000;NA;1;NA;1;45;0
I86S5C258J1V1;86;SANTIAGO;13;3;NA;150;LETRAS HISPANICAS;1;7;8;8;SEMESTRES;4188000;NA;1;NA;1;60;0
I86S5C259J1V1;86;SANTIAGO;13;3;NA;150;LETRAS INGLESAS;1;7;8;8;SEMESTRES;4188000;NA;1;NA;1;35;0
I86S1C63J1V1;86;SANTIAGO;13;3;NA;31;BIOQUIMICA;1;7;4;10;SEMESTRES;5560000;NA;1;NA;1;40;0
I86S1C66J1V1;86;SANTIAGO;13;3;NA;30;BIOLOGIA;1;7;4;10;SEMESTRES;4188000;NA;1;NA;1;60;0
I86S1C281J1V1;86;SANTIAGO;13;3;NA;29;BIOLOGIA MARINA;1;7;4;10;SEMESTRES;5560000;NA;1;NA;1;30;0
I86S5C400J1V1;86;SANTIAGO;13;3;NA;11;AGRONOMIA E INGENIERIA FORESTAL;1;7;2;10;SEMESTRES;5980000;NA;1;NA;1;230;1
I86S5C57J1V1;86;SANTIAGO;13;3;NA;83;INGENIERIA COMERCIAL;1;7;1;10;SEMESTRES;6996000;NA;1;NA;1;418;0
I86S5C10J1V1;86;SANTIAGO;13;3;NA;25;LICENCIATURA EN TEOLOGIA;1;7;8;10;SEMESTRES;3826000;NA;1;NA;1;10;0
I86S5C200J1V1;86;SANTIAGO;13;3;NA;201;PSICOLOGIA;1;7;5;10;SEMESTRES;6142000;NA;1;NA;1;120;0
I86S5C205J1V2;86;SANTIAGO;13;3;NA;389;TRABAJO SOCIAL;1;7;5;10;SEMESTRES;4758000;NA;1;NA;1;70;0
I86S5C203J1V1;86;SANTIAGO;13;3;NA;216;SOCIOLOGIA;1;7;5;10;SEMESTRES;5560000;NA;1;NA;1;75;0
I86S1C29J1V1;86;SANTIAGO;13;3;NA;39;DERECHO;1;7;6;10;SEMESTRES;6142000;NA;1;NA;1;325;0
I86S5C638J1V1;86;SANTIAGO;13;3;NA;15;ANTROPOLOGIA-ARQUEOLOGIA;1;7;5;10;SEMESTRES;5560000;NA;1;NA;1;55;0
I86S5C1145J1V1;86;SANTIAGO;13;3;NA;194;PEDAGOGIA EN RELIGION CATOLICA PARA EDUCACION BASICA Y MEDIA;1;7;7;10;SEMESTRES;2764000;NA;1;NA;1;15;1
I86S5C121J1V1;86;SANTIAGO;13;3;NA;188;PEDAGOGIA EN EDUCACION GENERAL BASICA;1;7;7;10;SEMESTRES;4758000;NA;1;NA;1;150;1
I86S5C47J1V1;86;SANTIAGO;13;3;NA;189;PEDAGOGIA EN EDUCACION PARVULARIA;1;7;7;8;SEMESTRES;4758000;NA;1;NA;1;80;0
I86S5C299J1V1;86;SANTIAGO;13;3;NA;18;COLLEGE ARTES Y HUMANIDADES (LICENCIATURA);1;7;3;8;SEMESTRES;6142000;NA;1;NA;1;60;0
I86S5C301J1V1;86;SANTIAGO;13;3;NA;22;COLLEGE CIENCIAS NATURALES Y MATEMATICAS (LICENCIATURA);1;7;4;8;SEMESTRES;6996000;NA;1;NA;1;400;0
I86S5C300J1V1;86;SANTIAGO;13;3;NA;21;COLLEGE CIENCIAS SOCIALES (LICENCIATURA);1;7;5;8;SEMESTRES;6142000;NA;1;NA;1;350;0
I86S3C982J1V1;86;SANTIAGO;13;3;NA;155;LICENCIATURA EN INTERPRETACION MUSICAL;1;7;3;12;SEMESTRES;4746000;NA;1;NA;1;15;0
I86S5C68J1V1;86;SANTIAGO;13;3;NA;50;FILOSOFIA;1;7;8;8;SEMESTRES;4758000;NA;1;NA;1;25;0
I86S5C69J1V1;86;SANTIAGO;13;3;NA;51;LICENCIATURA EN FISICA;1;7;4;9;SEMESTRES;4188000;NA;1;NA;1;31;0
I86S5C62J1V1;86;SANTIAGO;13;3;NA;51;LICENCIATURA EN ASTRONOMIA;1;7;4;9;SEMESTRES;4758000;NA;1;NA;1;28;0
I86S5C1124J1V1;86;SANTIAGO;13;3;NA;152;MEDICINA VETERINARIA;1;7;2;12;SEMESTRES;5980000;NA;1;NA;1;80;0
I86S5C55J1V1;86;SANTIAGO;13;3;NA;55;GEOGRAFIA;1;7;5;10;SEMESTRES;4188000;NA;1;NA;1;50;1
I86S5C70J1V1;86;SANTIAGO;13;3;NA;57;HISTORIA;1;7;5;8;SEMESTRES;4188000;NA;1;NA;1;60;0
I86S5C64J1V1;86;SANTIAGO;13;3;NA;32;CIENCIA POLITICA;1;7;5;10;SEMESTRES;5328000;NA;1;NA;1;35;0
I86S5C28J1V1;86;SANTIAGO;13;3;NA;36;CONSTRUCCION CIVIL;1;7;10;10;SEMESTRES;5980000;NA;1;NA;1;205;1
I86S5C131J1V2;86;SANTIAGO;13;3;NA;82;INGENIERIA CIVIL;1;7;10;11;SEMESTRES;7526000;NA;1;NA;1;650;0
I86S5C567J1V1;86;SANTIAGO;13;3;NA;187;PEDAGOGIA EN EDUCACION MEDIA EN CIENCIAS NATURALES Y BIOLOGIA;1;7;7;8;SEMESTRES;4758000;NA;1;NA;1;25;0
I86S5C570J1V1;86;SANTIAGO;13;3;NA;187;PEDAGOGIA EN EDUCACION MEDIA EN QUIMICA;1;7;7;8;SEMESTRES;4758000;NA;1;NA;1;20;1
I86S5C569J1V1;86;SANTIAGO;13;3;NA;198;PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICA;1;7;7;8;SEMESTRES;4758000;NA;1;NA;1;40;0
I86S5C568J1V1;86;SANTIAGO;13;3;NA;187;PEDAGOGIA EN EDUCACION MEDIA EN FISICA;1;7;7;8;SEMESTRES;4758000;NA;1;NA;1;10;1
I86S1C130J1V1;86;SANTIAGO;13;3;NA;199;PERIODISMO - DIRECCION AUDIOVISUAL - PUBLICIDAD;1;7;5;9;SEMESTRES;5980000;NA;1;NA;1;125;0
I86S5C644J1V1;86;SANTIAGO;13;3;NA;151;ESTADISTICA;1;7;4;10;SEMESTRES;4188000;NA;1;NA;1;40;0
I86S5C1125J1V1;86;SANTIAGO;13;3;NA;191;PEDAGOGIA EN EDUCACION FISICA Y SALUD PARA EDUCACION BASICA Y MEDIA;1;7;7;10;SEMESTRES;4758000;NA;1;NA;1;60;0
I86S5C648J1V1;86;SANTIAGO;13;3;NA;151;MATEMATICA;1;7;4;10;SEMESTRES;4188000;NA;1;NA;1;40;0
I86S5C1135J1V1;86;SANTIAGO;13;3;NA;387;TERAPIA OCUPACIONAL;1;7;9;10;SEMESTRES;5512000;NA;1;NA;1;70;0
I86S5C76J1V1;86;SANTIAGO;13;3;NA;209;QUIMICA;1;7;4;10;SEMESTRES;4758000;NA;1;NA;1;35;0
I86S5C202J1V1;86;SANTIAGO;13;3;NA;208;QUIMICA Y FARMACIA;1;7;9;10;SEMESTRES;4758000;NA;1;NA;1;70;0
I86S1C342J1V1;86;SANTIAGO;13;3;NA;159;ODONTOLOGIA;1;7;9;12;SEMESTRES;7868000;NA;1;NA;1;60;0
I86S5C208J1V1;86;SANTIAGO;13;3;NA;49;ENFERMERIA;1;7;9;10;SEMESTRES;4948000;NA;1;NA;1;117;0
I86S1C117J1V2;86;SANTIAGO;13;3;NA;153;MEDICINA;1;7;9;12;SEMESTRES;7868000;NA;1;NA;1;85;0
I86S3C75J1V2;86;SANTIAGO;13;3;NA;155;LICENCIATURA EN MUSICA;1;7;3;8;SEMESTRES;4746000;NA;1;NA;1;25;0
I86S5C557J1V1;86;SANTIAGO;13;3;NA;157;NUTRICION Y DIETETICA;1;7;9;10;SEMESTRES;4732000;NA;1;NA;1;60;0
I86S5C535J1V1;86;SANTIAGO;13;3;NA;149;KINESIOLOGIA;1;7;9;10;SEMESTRES;5410000;NA;1;NA;1;75;0
I86S5C562J1V1;86;SANTIAGO;13;3;NA;53;FONOAUDIOLOGIA;1;7;9;10;SEMESTRES;4948000;NA;1;NA;1;60;0
I86S5C649J1V1;86;SANTIAGO;13;3;NA;196;PEDAGOGIA EN INGLES PARA EDUCACION BASICA Y MEDIA;1;7;7;10;SEMESTRES;4758000;NA;1;NA;1;50;0
I86S5C1271J1V1;86;SANTIAGO;13;3;NA;8;ADMINISTRACION PUBLICA;1;7;5;10;SEMESTRES;5136000;NA;1;NA;1;60;0
I86S5C1140J1V1;86;SANTIAGO;13;3;NA;20;LICENCIATURA EN INGENIERIA EN CIENCIA DE DATOS;1;7;4;8;SEMESTRES;6594000;NA;1;NA;1;60;0
I86S2C121J1V1;86;VILLARRICA;9;3;NA;188;PEDAGOGIA EN EDUCACION GENERAL BASICA;1;7;7;10;SEMESTRES;3010000;NA;1;NA;1;40;1
I86S2C571J1V1;86;VILLARRICA;9;3;NA;189;PEDAGOGIA EN EDUCACION PARVULARIA;1;7;7;8;SEMESTRES;3010000;NA;1;NA;1;40;1
I87S1C64J1V1;87;CONCEPCION;8;3;NA;209;LICENCIATURA EN QUIMICA-QUIMICO;1;7;4;10;SEMESTRES;4545104;NA;1;NA;1;25;1
I87S1C62J1V1;87;CONCEPCION;8;3;NA;151;LICENCIATURA EN MATEMATICA;1;7;4;8;SEMESTRES;3762230;NA;1;NA;1;20;1
I87S1C208J1V1;87;CONCEPCION;8;3;NA;78;INGENIERIA CIVIL MATEMATICA;1;7;4;12;SEMESTRES;4974728;NA;1;NA;1;35;1
I87S1C2J1V1;87;CONCEPCION;8;3;NA;12;QUIMICO ANALISTA;1;7;4;8;SEMESTRES;4906571;NA;1;NA;1;35;1
I87S2C1J1V1;87;CHILLAN;16;3;NA;11;AGRONOMIA;1;7;2;10;SEMESTRES;5226186;NA;1;NA;1;70;1
I87S2C101J1V1;87;CHILLAN;16;3;NA;152;MEDICINA VETERINARIA;1;7;2;11;SEMESTRES;5829214;NA;1;NA;1;85;0
I87S1C44J1V1;87;CONCEPCION;8;3;NA;140;INGENIERIA FORESTAL;1;7;2;10;SEMESTRES;5226186;NA;1;NA;1;40;1
I87S2C46J1V2;87;CHILLAN;16;3;NA;61;INGENIERIA CIVIL AGRICOLA;1;7;10;11;SEMESTRES;5388474;NA;1;NA;1;35;1
I87S1C101J1V1;87;CONCEPCION;8;3;NA;152;MEDICINA VETERINARIA;1;7;2;11;SEMESTRES;5829214;NA;1;NA;1;80;0
I87S1C229J1V1;87;CONCEPCION;8;3;NA;89;BIOINGENIERIA;1;7;10;10;SEMESTRES;5829214;NA;1;NA;1;45;0
I87S1C7J1V1;87;CONCEPCION;8;3;NA;29;BIOLOGIA MARINA;1;7;4;10;SEMESTRES;4559356;NA;1;NA;1;30;0
I87S1C6J1V1;87;CONCEPCION;8;3;NA;30;BIOLOGIA;1;7;4;10;SEMESTRES;4559356;NA;1;NA;1;60;0
I87S1C43J1V1;87;CONCEPCION;8;3;NA;56;GEOLOGIA;1;7;4;12;SEMESTRES;4545104;NA;1;NA;1;35;0
I87S1C233J1V1;87;CONCEPCION;8;3;NA;89;INGENIERIA EN BIOTECNOLOGIA MARINA Y ACUICULTURA;1;7;10;10;SEMESTRES;5243608;NA;1;NA;1;20;1
I87S1C230J1V1;87;CONCEPCION;8;3;NA;55;GEOGRAFIA;1;7;5;10;SEMESTRES;4243058;NA;1;NA;1;55;1
I87S1C54J1V1;87;CONCEPCION;8;3;NA;83;INGENIERIA COMERCIAL;1;7;1;10;SEMESTRES;4905170;NA;1;NA;1;130;0
I87S1C260J1V1;87;CONCEPCION;8;3;NA;89;INGENIERIA EN BIOTECNOLOGIA VEGETAL;1;7;10;10;SEMESTRES;5243608;NA;1;NA;1;40;1
I87S1C4J1V1;87;CONCEPCION;8;3;NA;38;AUDITORIA;1;7;1;8;SEMESTRES;4905170;NA;1;NA;1;60;1
I87S1C580J1V1;87;CONCEPCION;8;3;NA;8;ADMINISTRACION PUBLICA Y CIENCIA POLITICA;1;7;5;10;SEMESTRES;4905170;NA;1;NA;1;70;0
I87S1C11J1V1;87;CONCEPCION;8;3;NA;39;DERECHO;1;7;6;11;SEMESTRES;5043058;NA;1;NA;1;140;0
I87S1C16J1V1;87;CONCEPCION;8;3;NA;389;TRABAJO SOCIAL;1;7;5;10;SEMESTRES;3777898;NA;1;NA;1;70;0
I87S1C240J1V1;87;CONCEPCION;8;3;NA;15;ANTROPOLOGIA;1;7;5;10;SEMESTRES;4835076;NA;1;NA;1;66;0
I87S1C37J1V1;87;CONCEPCION;8;3;NA;189;EDUCACION PARVULARIA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;40;1
I87S1C35J1V1;87;CONCEPCION;8;3;NA;190;EDUCACION DIFERENCIAL;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;40;0
I87S2C11J1V1;87;CHILLAN;16;3;NA;39;DERECHO;1;7;6;11;SEMESTRES;5043058;NA;1;NA;1;60;0
I87S2C54J1V1;87;CHILLAN;16;3;NA;83;INGENIERIA COMERCIAL;1;7;1;10;SEMESTRES;4905170;NA;1;NA;1;60;0
I87S1C121J1V1;87;CONCEPCION;8;3;NA;199;PERIODISMO;1;7;5;10;SEMESTRES;4541685;NA;1;NA;1;50;0
I87S1C110J1V1;87;CONCEPCION;8;3;NA;188;EDUCACION GENERAL BASICA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;80;1
I87S1C109J1V1;87;CONCEPCION;8;3;NA;187;PEDAGOGIA EN CIENCIAS NATURALES Y BIOLOGIA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;25;1
I87S1C244J1V1;87;CONCEPCION;8;3;NA;187;PEDAGOGIA EN CIENCIAS NATURALES Y FISICA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;20;1
I87S1C245J1V1;87;CONCEPCION;8;3;NA;187;PEDAGOGIA EN CIENCIAS NATURALES Y QUIMICA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;20;1
I87S1C112J1V1;87;CONCEPCION;8;3;NA;186;PEDAGOGIA EN EDUCACION MUSICAL;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;25;0
I87S1C116J1V1;87;CONCEPCION;8;3;NA;195;PEDAGOGIA EN HISTORIA Y GEOGRAFIA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;45;0
I87S1C113J1V1;87;CONCEPCION;8;3;NA;197;PEDAGOGIA EN ESPAÑOL;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;40;0
I87S1C114J1V1;87;CONCEPCION;8;3;NA;194;PEDAGOGIA EN FILOSOFIA;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;20;1
I87S1C414J1V1;87;CONCEPCION;8;3;NA;133;INGENIERIA EN CONSERVACION DE RECURSOS NATURALES;1;7;10;10;SEMESTRES;5221393;NA;1;NA;1;40;1
I87S2C241J1V1;87;CHILLAN;16;3;NA;121;INGENIERIA AMBIENTAL;1;7;10;10;SEMESTRES;5221393;NA;1;NA;1;40;1
I87S1C413J1V1;87;CONCEPCION;8;3;NA;51;CIENCIAS FISICAS;1;7;4;12;SEMESTRES;5104577;NA;1;NA;1;45;0
I87S1C8J1V1;87;CONCEPCION;8;3;NA;31;BIOQUIMICA;1;7;4;12;SEMESTRES;4559356;NA;1;NA;1;55;0
I87S1C145J1V1;87;CONCEPCION;8;3;NA;208;QUIMICA Y FARMACIA;1;7;9;11;SEMESTRES;4667528;NA;1;NA;1;85;0
I87S1C104J1V1;87;CONCEPCION;8;3;NA;157;NUTRICION Y DIETETICA;1;7;9;10;SEMESTRES;4667528;NA;1;NA;1;65;0
I87S1C5J1V1;87;CONCEPCION;8;3;NA;25;BACHILLERATO EN HUMANIDADES;1;7;8;4;SEMESTRES;2959209;NA;1;NA;1;40;0
I87S1C259J1V1;87;CONCEPCION;8;3;NA;18;ARTES VISUALES;1;7;3;10;SEMESTRES;4525504;NA;1;NA;1;50;0
I87S1C10J1V1;87;CONCEPCION;8;3;NA;51;ASTRONOMIA;1;7;4;11;SEMESTRES;5202312;NA;1;NA;1;38;0
I87S1C39J1V1;87;CONCEPCION;8;3;NA;51;GEOFISICA;1;7;4;10;SEMESTRES;5202312;NA;1;NA;1;35;0
I87S1C236J1V1;87;CONCEPCION;8;3;NA;196;PEDAGOGIA EN INGLES;1;7;7;10;SEMESTRES;3295797;NA;1;NA;1;55;0
I87S1C237J1V1;87;CONCEPCION;8;3;NA;391;TRADUCCION/INTERPRETACION EN IDIOMAS EXTRANJEROS;1;7;8;12;SEMESTRES;3953348;NA;1;NA;1;75;0
I87S1C14J1V1;87;CONCEPCION;8;3;NA;57;LICENCIATURA EN HISTORIA;1;7;5;8;SEMESTRES;3703974;NA;1;NA;1;30;0
I87S1C241J1V1;87;CONCEPCION;8;3;NA;121;INGENIERIA AMBIENTAL;1;7;10;10;SEMESTRES;5221393;NA;1;NA;1;55;0
I87S1C242J1V2;87;CONCEPCION;8;3;NA;160;INGENIERIA CIVIL BIOMEDICA;1;7;10;11;SEMESTRES;6123855;NA;1;NA;1;60;0
I87S1C231J1V1;87;CONCEPCION;8;3;NA;72;INGENIERIA CIVIL DE MATERIALES;1;7;10;11;SEMESTRES;5511570;NA;1;NA;1;45;1
I87S1C12J1V2;87;CONCEPCION;8;3;NA;160;INGENIERIA CIVIL EN TELECOMUNICACIONES;1;7;10;11;SEMESTRES;5899852;NA;1;NA;1;50;1
I87S1C234J1V1;87;CONCEPCION;8;3;NA;118;INGENIERIA ESTADISTICA;1;7;4;10;SEMESTRES;4886767;NA;1;NA;1;25;1
I87S1C188J1V2;87;CONCEPCION;8;3;NA;160;INGENIERIA CIVIL AEROESPACIAL;1;7;10;11;SEMESTRES;5942308;NA;1;NA;1;20;0
I87S1C144J1V1;87;CONCEPCION;8;3;NA;201;PSICOLOGIA;1;7;5;11;SEMESTRES;4446437;NA;1;NA;1;62;0
I87S1C122J1V1;87;CONCEPCION;8;3;NA;82;INGENIERIA CIVIL-PLAN COMUN;1;7;10;4;SEMESTRES;5899852;NA;1;NA;1;150;0
